recording,species,start_time,end_time
721727,TEWA,10.89,14
721727,TEWA,20.43,23.24
721727,TEWA,29.23,32.41
721727,TEWA,38.11,40.86
721727,TEWA,47.7,50.35
721727,TEWA,56.43,59.28
721728,TEWA,1.98,5.16
721728,TEWA,5.45,8.16
721728,TEWA,10.43,12.92
721728,TEWA,17.34,20.19
721728,TEWA,20.68,23.02
721728,TEWA,25.04,27.98
721728,TEWA,28.3,30.84
721728,TEWA,31.7,34.81
721728,TEWA,39.6,42.91
721728,TEWA,43.16,45.62
721728,TEWA,47.6,50.28
721728,TEWA,50.65,53.35
721728,TEWA,54.84,57.82
721728,TEWA,58.84,59.99
721729,TEWA,2.93,5.92
721729,TEWA,10.63,13.94
721729,TEWA,19.21,22.31
721729,TEWA,27.09,30.14
721729,TEWA,34.25,37.24
721729,TEWA,42,44.93
721729,TEWA,50.49,53.02
721729,TEWA,57.91,59.92
721730,TEWA,1.64,4.62
721730,TEWA,4.78,6.98
721730,TEWA,8.58,11.47
721730,TEWA,11.55,13.96
721730,TEWA,25.78,28.63
721730,TEWA,31.93,34.16
721730,TEWA,34.2,36.85
721730,TEWA,38.69,40.93
721730,TEWA,46.15,48.04
721730,TEWA,49.46,52.55
721730,TEWA,53.23,55.49
721730,TEWA,57.51,59.96
721731,TEWA,6.19,9.14
721731,TEWA,13.86,17.2
721731,TEWA,23.35,26.19
721731,TEWA,30.91,34.24
721731,TEWA,39.28,42.81
721731,TEWA,47.93,51.14
721731,TEWA,56.68,59.24
721732,TEWA,8.26,11.11
721732,TEWA,11.23,13.88
721732,TEWA,19.23,22.29
721732,TEWA,28.79,31.64
721732,TEWA,36.14,39.18
721732,TEWA,44.84,47.45
721732,TEWA,52.68,55.08
721733,TEWA,0.03,1.83
721733,TEWA,7.3,10.34
721733,TEWA,17.56,20.61
721733,TEWA,30.1,33.3
721733,TEWA,39.89,42.64
721733,TEWA,49.3,51.96
721734,TEWA,1.83,4.29
721734,TEWA,10.35,12.75
721734,TEWA,19.16,21.6
721734,TEWA,27.53,30.06
721734,TEWA,36.44,39.32
721734,TEWA,45.18,48.29
721735,TEWA,1.53,4.78
721735,TEWA,8.88,11.94
721735,TEWA,16.46,19.35
721735,TEWA,34.95,38.06
721735,TEWA,44.69,47.4
721735,TEWA,53.28,55.71
721736,TEWA,1.35,4.31
721736,TEWA,9.41,12.64
721736,TEWA,27.8,30.75
721736,TEWA,44.68,47.92
721736,TEWA,54.93,57.86
721737,TEWA,0.46,3.3
721737,TEWA,8.54,11.15
721737,TEWA,29.68,32.27
721737,TEWA,36.91,39.9
721737,TEWA,45.18,47.94
721737,TEWA,52.89,55.94
721738,TEWA,10.86,13.9
721738,TEWA,23.51,26.26
721738,TEWA,33.23,36.09
721738,TEWA,43.46,46.21
721738,TEWA,51.24,54.15
721739,TEWA,3.81,6.77
721739,TEWA,14.3,17.43
721739,TEWA,23.26,26.06
721739,TEWA,33.75,36.44
721739,TEWA,52.88,55.58
721740,TEWA,8.99,11.59
721740,TEWA,18.5,21.04
721740,TEWA,26.9,29.63
721740,TEWA,36.69,39.38
721740,TEWA,47.03,49.87
721741,TEWA,1.23,3.61
721741,TEWA,10.81,13.86
721741,TEWA,19.26,21.95
721741,TEWA,25.96,28.85
721741,TEWA,39.25,41.88
721741,TEWA,47.16,49.84
721741,TEWA,55.33,58.38
721742,TEWA,0.04,0.92
721742,TEWA,6.68,9.57
721742,TEWA,16.66,19.52
721742,TEWA,24.81,27.56
721742,TEWA,34.38,37.78
721742,TEWA,41.66,43.96
721742,TEWA,44.01,47.22
721742,TEWA,50.7,53.05
721742,TEWA,53.08,56.14
721742,TEWA,58.31,59.96
721743,TEWA,12.34,14.82
721743,TEWA,23.63,25.79
721743,TEWA,30.39,32.67
721743,TEWA,44.78,46.89
721743,TEWA,52.41,54.5
721743,TEWA,56.71,59.26
721744,TEWA,1.25,4.08
721744,TEWA,9.99,12.57
721744,TEWA,18.43,20.93
721744,TEWA,26.96,29.22
721744,TEWA,35.6,38.1
721744,TEWA,44.96,47.66
721744,TEWA,55.99,58.54
721745,TEWA,2.7,5.85
721745,TEWA,20.6,23.1
721745,TEWA,28.96,31.57
721745,TEWA,37.53,40.03
721745,TEWA,45.51,48.3
721745,TEWA,53.74,56.87
721746,TEWA,7.19,10.24
721746,TEWA,28.01,30.45
721746,TEWA,36.93,39.19
721746,TEWA,43.99,46.48
721746,TEWA,52.1,55.08
721746,TEWA,57.54,59.95
721747,TEWA,0.74,3.72
721747,TEWA,6.08,9.43
721747,TEWA,14.91,17.92
721747,TEWA,23.88,26.88
721747,TEWA,31.71,34.54
721747,TEWA,41.39,44.54
721747,TEWA,48.2,51.55
721747,TEWA,52.75,55.6
721747,TEWA,57.33,59.78
721748,TEWA,0.09,1.95
721748,TEWA,6.06,8.45
721748,TEWA,16.56,19.02
721748,TEWA,24.16,26.94
721748,TEWA,32.28,35.23
721748,TEWA,40.98,44.21
721748,TEWA,50.94,53.7
721749,TEWA,0.89,3.28
721749,TEWA,12.03,14.74
721749,TEWA,20.28,22.87
721749,TEWA,38.01,40.81
721751,TEWA,0.06,1.35
721751,TEWA,8.56,11.22
721751,TEWA,21.51,23.94
721751,TEWA,31.14,33.69
721751,TEWA,42.23,45.19
721751,TEWA,54.79,57.39
721752,TEWA,7.88,11.17
721752,TEWA,18.03,20.67
721752,TEWA,29.45,32.84
721752,TEWA,38.81,42.11
721752,TEWA,47.88,50.99
721752,TEWA,56.94,59.9
721753,TEWA,6.14,8.34
721753,TEWA,10.99,13.69
721753,TEWA,22.16,24.91
721753,TEWA,28.4,30.65
721753,TEWA,38.11,40.74
721753,TEWA,50.35,53.58
721760,TEWA,16.89,19.18
721761,TEWA,19.15,21.8
721761,TEWA,40.65,43.08
721761,TEWA,50.99,52.99
721762,TEWA,11.85,14.38
721762,TEWA,15.51,17.17
721762,TEWA,21.45,24.09
721762,TEWA,26.28,29.04
721762,TEWA,35.2,37.94
721762,TEWA,47.21,50.04
721763,TEWA,3.63,6.07
721763,TEWA,13.43,16.14
721763,TEWA,23.03,25.04
721763,TEWA,30.69,33.18
721763,TEWA,41.26,43.5
721763,TEWA,49.95,52.56
721763,TEWA,58.45,59.89
721765,TEWA,0.44,3.17
721765,TEWA,5.23,8.06
721765,TEWA,11.15,13.19
721765,TEWA,25.8,27.56
721765,TEWA,30.03,32.44
721766,TEWA,4.03,6.27
721766,TEWA,10.06,12.42
721766,TEWA,16.4,19
721766,TEWA,23.86,26.52
721766,TEWA,30.68,33.69
721766,TEWA,39.81,42.76
721766,TEWA,48.86,51.57
721766,TEWA,58.11,59.96
721767,TEWA,3.11,5.34
721767,TEWA,8.44,10.39
721767,TEWA,13.54,15.65
721767,TEWA,18.78,21.16
721767,TEWA,27.24,29.85
721767,TEWA,46.26,48.41
721767,TEWA,51.7,53.73
721767,TEWA,57.26,59.47
721768,TEWA,0,2.01
721768,TEWA,8.93,11.09
721768,TEWA,20.78,23.43
721768,TEWA,48.98,51.84
721768,TEWA,58.1,59.95
721770,TEWA,0.13,1.78
721770,TEWA,4.56,6.37
721770,TEWA,8.33,10.87
721770,TEWA,13.11,15.61
721770,TEWA,22.26,23.96
721770,TEWA,26.25,28.48
721770,TEWA,29.96,33.04
721770,TEWA,39.81,41.89
721770,TEWA,50.41,53.46
721771,TEWA,0.09,2.12
721771,TEWA,2.18,4.42
721771,TEWA,5.9,9.44
721771,TEWA,12.31,15.92
721771,TEWA,21.01,23.74
721771,TEWA,24.59,27.04
721771,TEWA,28.98,31.92
721771,TEWA,33.49,35.87
721771,TEWA,40.79,42.8
721771,TEWA,48.65,50.55
721771,TEWA,51.56,54.31
722408,TEWA,0.09,1.84
722408,TEWA,6.2,9.4
722408,TEWA,7.74,9.62
722408,TEWA,14.88,16.79
722408,TEWA,22.94,24.7
722408,TEWA,25.99,27.87
722408,TEWA,31.31,34.14
722408,TEWA,39.95,42.84
722408,TEWA,46.11,48.75
722408,TEWA,52.79,55.63
722411,TEWA,2.03,4.67
722411,TEWA,4.96,7.67
722411,TEWA,10.1,13.1
722411,TEWA,13.34,15.43
722411,TEWA,20.88,22.82
722411,TEWA,28.86,31.3
722411,TEWA,35.18,36.92
722411,TEWA,37.05,38.49
722411,TEWA,43.5,46.36
722411,TEWA,51.31,53.42
722411,TEWA,55.25,57.36
722413,TEWA,2.21,4.71
722413,TEWA,6.86,9.61
722413,TEWA,11.74,14.03
722413,TEWA,14.76,16.72
722413,TEWA,21.39,23.73
722413,TEWA,25.6,28.23
722413,TEWA,36.59,38.84
722413,TEWA,42.88,44.91
722413,TEWA,47,48.8
722413,TEWA,50.5,52.8
722413,TEWA,57.39,59.83
722414,TEWA,5.05,7.54
722414,TEWA,13.48,16.21
722414,TEWA,20.41,22.69
722414,TEWA,29.96,32.04
722414,TEWA,37.33,39.46
722415,TEWA,1.15,3.51
722415,TEWA,9.21,12.11
722415,TEWA,18.71,21.69
722415,TEWA,28.1,31.4
722415,TEWA,36.91,39.76
722415,TEWA,44.89,47.65
722415,TEWA,56.34,59.18
722416,TEWA,2.35,5.23
722416,TEWA,10.68,14.02
722416,TEWA,19.1,21.94
722416,TEWA,26.95,29.93
722416,TEWA,35.3,38.34
722416,TEWA,44.5,46.84
722416,TEWA,52.23,55.01
722417,TEWA,4.88,7.81
722417,TEWA,14,16.49
722417,TEWA,21.68,24.21
722417,TEWA,31.23,33.46
722417,TEWA,39.55,42.05
722417,TEWA,49.63,51.71
722417,TEWA,54.5,57
722417,TEWA,58.5,60
722418,TEWA,0.13,1.36
722418,TEWA,6.84,9.72
722418,TEWA,14.99,17.85
722418,TEWA,23.63,26.94
722418,TEWA,37.55,40.24
722418,TEWA,52.68,55.06
722419,TEWA,0.74,2.93
722419,TEWA,2.96,5.29
722419,TEWA,6.13,9.12
722419,TEWA,11.6,14.58
722419,TEWA,16.41,19.25
722419,TEWA,24.75,27.43
722419,TEWA,32.1,34.53
722419,TEWA,43.75,46.04
722419,TEWA,55.71,57.91
722420,TEWA,1.06,4.46
722420,TEWA,11.3,14.25
722420,TEWA,18.56,21.01
722420,TEWA,26.78,29.38
722420,TEWA,35.65,38.61
722420,TEWA,44.2,46.78
722420,TEWA,52.26,54.9
722421,TEWA,1.26,3.19
722421,TEWA,3.55,5.8
722421,TEWA,6.5,8.31
722421,TEWA,12.16,15.2
722421,TEWA,19.14,21.65
722421,TEWA,25.84,27.92
722421,TEWA,32.11,34.54
722421,TEWA,39.2,41.34
722421,TEWA,45.63,48.03
722421,TEWA,50.18,52.57
722421,TEWA,53.79,55.93
722422,TEWA,1.33,4.71
722422,TEWA,2.33,5.19
722422,TEWA,7.74,10.4
722422,TEWA,10.9,12.69
722422,TEWA,16.46,19.24
722422,TEWA,25.29,28.15
722422,TEWA,36.49,38.49
722422,TEWA,46.71,48.97
722422,TEWA,46.9,48.73
722422,TEWA,54.74,57.79
722422,TEWA,57.43,59.61
722423,TEWA,4.2,6.5
722423,TEWA,6.23,8.42
722423,TEWA,13.08,15.37
722423,TEWA,15.01,17.22
722423,TEWA,20.01,21.89
722423,TEWA,22.29,24.25
722423,TEWA,29.34,32.07
722423,TEWA,32.11,34.61
722423,TEWA,36.49,38.85
722423,TEWA,40.66,42.85
722423,TEWA,48.69,51.79
722423,TEWA,53.89,56.82
722424,TEWA,3.36,5.79
722424,TEWA,9.95,11.8
722424,TEWA,16.11,18.79
722424,TEWA,24.65,27.46
722424,TEWA,32.06,34.35
722424,TEWA,39.45,41.78
722424,TEWA,46.65,49.15
722424,TEWA,54.16,56.97
722425,TEWA,0.1,2
722425,TEWA,2.58,4.84
722425,TEWA,5.51,7.64
722425,TEWA,11.85,14.18
722425,TEWA,14.55,16.29
722425,TEWA,27.68,30.06
722425,TEWA,30.15,32.2
722425,TEWA,34.89,36.88
722425,TEWA,39.75,41.8
722425,TEWA,47.54,49.39
722425,TEWA,51.85,54.24
722425,TEWA,55.21,57.15
722426,TEWA,1.89,4.48
722426,TEWA,9.35,11.44
722426,TEWA,17.04,19.54
722426,TEWA,19.51,21.11
722426,TEWA,23.15,25.04
722426,TEWA,25.53,27.61
722426,TEWA,31.15,33.39
722426,TEWA,33.66,35.59
722426,TEWA,38.54,40.7
722426,TEWA,41.01,43.44
722426,TEWA,46.13,48.21
722426,TEWA,48.64,50.07
722426,TEWA,53.61,56.11
722426,TEWA,57.38,59.67
722427,TEWA,1.74,3.75
722427,TEWA,3.78,6.16
722427,TEWA,7.11,9.49
722427,TEWA,10.44,12.47
722427,TEWA,17.54,20.14
722427,TEWA,23.43,26.06
722427,TEWA,29.65,32.65
722427,TEWA,35.83,38.18
722427,TEWA,42.46,44.89
722427,TEWA,54.48,56.53
722427,TEWA,58.29,59.69
722428,TEWA,0.21,2.92
722428,TEWA,7,9.54
722428,TEWA,8.63,11.01
722428,TEWA,13.29,15.64
722428,TEWA,16.33,18.94
722428,TEWA,20.9,22.83
722428,TEWA,23.09,24.94
722428,TEWA,27.16,29.41
722428,TEWA,31.85,33.54
722428,TEWA,40.05,42.64
722428,TEWA,43.5,46.5
722428,TEWA,47.83,49.83
722428,TEWA,54.95,57.56
722428,TEWA,56.91,59.42
722429,TEWA,0.41,2.89
722429,TEWA,3.58,5.96
722429,TEWA,9.89,12.48
722429,TEWA,17.7,20.08
722429,TEWA,24.49,27.07
722429,TEWA,36.79,39.42
722429,TEWA,47.34,48.99
722429,TEWA,52.79,54.63
722429,TEWA,56.73,58.94
722430,TEWA,2.91,6.17
722430,TEWA,6.13,8.97
722430,TEWA,11.03,13.84
722430,TEWA,17.2,19.35
722430,TEWA,19.98,22.87
722430,TEWA,28.31,31.12
722430,TEWA,31.75,33.05
722430,TEWA,37.76,39.91
722430,TEWA,40.23,42.41
722430,TEWA,45.35,47.25
722430,TEWA,48.61,50.75
722430,TEWA,51.99,53.97
722430,TEWA,57.93,59.64
722432,TEWA,3.76,6.3
722432,TEWA,14.06,16.55
722432,TEWA,23.16,24.72
722432,TEWA,35.36,37.09
722432,TEWA,47.78,49.87
722432,TEWA,57.58,59.47
722433,TEWA,1.29,3.73
722433,TEWA,9.11,11.55
722433,TEWA,18.13,20.08
722433,TEWA,23.2,25.1
722433,TEWA,37.3,39.28
722433,TEWA,41.88,43.91
722433,TEWA,48.53,50.87
722433,TEWA,52.3,54.44
722433,TEWA,56.16,57.62
722434,TEWA,0.16,2.17
722434,TEWA,10.45,12.89
722434,TEWA,13.11,14.77
722434,TEWA,25.53,27.87
722434,TEWA,29.19,31.45
722434,TEWA,33.3,35.26
722434,TEWA,46.44,48.64
722434,TEWA,50.91,53.24
722435,TEWA,0.15,1.96
722435,TEWA,9,11.1
722435,TEWA,22.49,24.9
722435,TEWA,32.19,34.32
722435,TEWA,39.78,42.43
722435,TEWA,49.43,51.97
722435,TEWA,54.4,56.4
722436,TEWA,4.08,6.64
722436,TEWA,12.61,15.12
722436,TEWA,20.66,23.3
722436,TEWA,29.54,32.19
722436,TEWA,39.44,41.32
722436,TEWA,48.74,51.14
722437,TEWA,3.65,6.43
722437,TEWA,6.76,8.24
722437,TEWA,13.61,15.6
722437,TEWA,22.19,23.89
722437,TEWA,24.28,25.88
722437,TEWA,30.5,32
722437,TEWA,34.25,36.85
722437,TEWA,37.18,39.52
722437,TEWA,43.13,45.02
722437,TEWA,45.65,47.93
722437,TEWA,51.51,53.45
722437,TEWA,54.43,56.29
722438,TEWA,0.28,1.92
722438,TEWA,9.25,11.18
722438,TEWA,16.3,18.29
722438,TEWA,23.48,25.74
722438,TEWA,30.25,32.35
722438,TEWA,45.61,48.15
722438,TEWA,57.8,59.58
722439,TEWA,7.09,9.02
722439,TEWA,16.61,18.64
722439,TEWA,37.86,40.39
722439,TEWA,47.15,48.95
722439,TEWA,57.38,59.44
722440,TEWA,19.44,21.34
722440,TEWA,26.05,28.03
722440,TEWA,48.14,49.95
722554,TEWA,0.5,2.9
722554,TEWA,4.88,7.17
722554,TEWA,8.99,10.43
722554,TEWA,12.54,14.75
722554,TEWA,19.21,20.74
722554,TEWA,22.19,23.9
722554,TEWA,30.19,32.33
722554,TEWA,32.66,34.6
722554,TEWA,39.41,40.76
722554,TEWA,41.44,42.79
722554,TEWA,46.78,48.29
722554,TEWA,48.9,50.49
722554,TEWA,52.79,54.79
722554,TEWA,56.18,58.14
722556,TEWA,0.36,2.2
722556,TEWA,10.21,12.11
722556,TEWA,14.66,16.54
722556,TEWA,20.14,21.59
722556,TEWA,24.2,25.94
722556,TEWA,29.2,30.93
722556,TEWA,38.21,39.87
722556,TEWA,46,47.6
722556,TEWA,53.61,55.49
722558,TEWA,3.85,5.79
722558,TEWA,13.04,14.59
722558,TEWA,22.24,23.83
722558,TEWA,25.85,27.55
722558,TEWA,31.78,33.38
722558,TEWA,40.84,42.39
722558,TEWA,47.8,49.51
722558,TEWA,53.83,55.47
722563,TEWA,4.38,6.04
722563,TEWA,10.6,12.6
722563,TEWA,20.68,22.52
722563,TEWA,28.6,30.31
722563,TEWA,34.51,36.24
722563,TEWA,42.96,44.77
722563,TEWA,50.26,51.99
722563,TEWA,56.95,58.48
722566,TEWA,4.31,6.75
722566,TEWA,14.44,16.52
722566,TEWA,28.11,30.02
722566,TEWA,38.15,40.45
722566,TEWA,52.53,54.51
722566,TEWA,57.09,58.98
722568,TEWA,12.73,14.63
722568,TEWA,20.66,22.49
722568,TEWA,29.34,31.35
722568,TEWA,37.45,39.13
722568,TEWA,45.94,47.5
722568,TEWA,54.06,55.56
722579,TEWA,2.2,4.4
722579,TEWA,11.49,13.62
722579,TEWA,23.53,25.83
722579,TEWA,31.43,33.57
722579,TEWA,38.73,40.62
722579,TEWA,47.15,49.1
722579,TEWA,58.38,59.98
722581,TEWA,0.03,0.92
722581,TEWA,5.33,7.12
722581,TEWA,10.7,12.63
722581,TEWA,17.13,19.01
722581,TEWA,23.96,25.92
722581,TEWA,30.74,32.72
722581,TEWA,38.11,39.97
722581,TEWA,44.5,46.3
722581,TEWA,50.05,52.19
722581,TEWA,56.84,58.77
722582,TEWA,1.31,3.47
722582,TEWA,9.03,11.17
722582,TEWA,17,19.04
722582,TEWA,27.15,29.18
722582,TEWA,35.75,37.78
722582,TEWA,44,46.08
722583,TEWA,7.34,9.44
722583,TEWA,24.04,26.4
722583,TEWA,32.75,34.95
722583,TEWA,43.13,45.22
722586,TEWA,1.24,3.5
722586,TEWA,11.3,13.56
722586,TEWA,19.11,21.21
722586,TEWA,27.88,30.06
722586,TEWA,35.35,37.43
722586,TEWA,41.86,44.02
722586,TEWA,50.43,52.42
722586,TEWA,58.29,59.89
722605,TEWA,34.66,36.72
722605,TEWA,37.83,40.27
722740,TEWA,21.79,23.6
722740,TEWA,26.44,28.32
722740,TEWA,30.86,33.01
722740,TEWA,35.9,37.79
722740,TEWA,40.84,43.1
722740,TEWA,46.58,48.23
722740,TEWA,50.86,52.99
722740,TEWA,55.73,57.56
722839,TEWA,5.3,7.16
722839,TEWA,13.23,15.11
722839,TEWA,20.96,23.1
722839,TEWA,26,27.74
722839,TEWA,31.45,33.21
722839,TEWA,37.26,38.8
722839,TEWA,45.74,47.5
722839,TEWA,48.86,51.27
722839,TEWA,53.48,55.44
722839,TEWA,57.41,59.12
722840,TEWA,0.53,2.37
722840,TEWA,9.3,11.1
722840,TEWA,13.78,15.58
722840,TEWA,17.43,19.54
722840,TEWA,21.43,23.22
722840,TEWA,25.36,27.41
722840,TEWA,33.6,35.38
722840,TEWA,35.84,37.58
722840,TEWA,39.46,41.11
722840,TEWA,46.69,48.57
722840,TEWA,50.14,52.19
722840,TEWA,52.46,54.3
722840,TEWA,54.35,56.31
722841,TEWA,3.95,5.65
722841,TEWA,10.74,12.7
722841,TEWA,17.93,19.96
722841,TEWA,25.23,27.68
722841,TEWA,33.8,35.81
722841,TEWA,41.43,43.33
722841,TEWA,48.68,50.66
722841,TEWA,55.08,57.38
722842,TEWA,3.94,5.8
722842,TEWA,10.58,12.43
722842,TEWA,18.66,20.5
722842,TEWA,25.21,26.86
722842,TEWA,31.38,33.17
722842,TEWA,37.08,39.36
722842,TEWA,43.6,45.66
722842,TEWA,50.49,52.4
722842,TEWA,55.93,58.28
722843,TEWA,0.99,3.88
722843,TEWA,7.54,9.82
722843,TEWA,14.3,16.46
722843,TEWA,21.49,23.77
722843,TEWA,27.81,29.9
722843,TEWA,35.56,37.37
722843,TEWA,41.48,43.52
722843,TEWA,47.63,49.92
722843,TEWA,54.5,56.75
722844,TEWA,0.34,2.54
722844,TEWA,4.95,6.84
722844,TEWA,10.2,11.88
722844,TEWA,17.94,19.89
722844,TEWA,24.49,26.54
722844,TEWA,34.68,36.71
722844,TEWA,40.25,42.14
722844,TEWA,51.96,54.06
722844,TEWA,57.95,59.79
722845,TEWA,0.5,1.96
722845,TEWA,2.8,4.73
722845,TEWA,10.05,12.19
722845,TEWA,15.48,17.09
722845,TEWA,21.58,23.63
722845,TEWA,23.84,25.52
722845,TEWA,28.45,30.25
722845,TEWA,34.24,36.47
722845,TEWA,40.24,42.42
722845,TEWA,42.39,44.37
722845,TEWA,46.85,48.9
722845,TEWA,49.29,51.09
722845,TEWA,52.94,55.19
722845,TEWA,56.39,58.08
722846,TEWA,1.35,3.26
722846,TEWA,8.28,10.37
722846,TEWA,14.85,16.99
722846,TEWA,21.03,22.82
722846,TEWA,27.88,29.98
722846,TEWA,34.8,36.71
722846,TEWA,41.7,43.64
722846,TEWA,47.31,49.62
722846,TEWA,53.49,55.22
722847,TEWA,1.45,3.34
722847,TEWA,4.49,6.39
722847,TEWA,7.63,9.71
722847,TEWA,10.98,13.01
722847,TEWA,13.55,15.38
722847,TEWA,20.31,22.39
722847,TEWA,27.8,29.8
722847,TEWA,32.09,33.89
722847,TEWA,36.21,37.57
722847,TEWA,40.28,42.06
722847,TEWA,43.03,44.68
722847,TEWA,50.49,52.35
722847,TEWA,52.85,54.43
722847,TEWA,56.1,58.01
722847,TEWA,58.49,59.95
722848,TEWA,0,1.4
722848,TEWA,3.6,6.1
722848,TEWA,10.29,12.1
722848,TEWA,12.79,14.55
722848,TEWA,15.78,17.64
722848,TEWA,17.89,20.15
722848,TEWA,22.91,25.31
722848,TEWA,25.7,28.13
722848,TEWA,30.15,32.31
722848,TEWA,35.5,39.6
722848,TEWA,38.21,40.12
722848,TEWA,42.64,44.53
722848,TEWA,48.54,50.19
722848,TEWA,50.43,52.42
722848,TEWA,54.5,58.5
722848,TEWA,56.41,58.77
722849,TEWA,4.93,6.96
722849,TEWA,11.55,13.79
722849,TEWA,19.1,21.2
722849,TEWA,24.48,26.62
722849,TEWA,31.21,33.21
722849,TEWA,38.48,40.56
722849,TEWA,45.24,47.09
722849,TEWA,51.76,53.66
722850,TEWA,1.61,3.35
722850,TEWA,6,7.68
722850,TEWA,13.05,14.98
722850,TEWA,20.8,22.55
722850,TEWA,28.48,30.24
722850,TEWA,34.85,37.26
722850,TEWA,41.15,42.88
722850,TEWA,47.69,49.32
722850,TEWA,54.34,56.09
722851,TEWA,2.59,4.32
722851,TEWA,10.04,11.97
722851,TEWA,17.25,19.19
722851,TEWA,26.84,28.45
722851,TEWA,38.46,40.22
722851,TEWA,48.66,50.71
722851,TEWA,56.33,58.31
722852,TEWA,0.85,3.18
722852,TEWA,2.88,3.92
722852,TEWA,6.05,7.5
722852,TEWA,7.6,9.65
722852,TEWA,10.38,11.81
722852,TEWA,11.88,13.12
722852,TEWA,16.64,18.34
722852,TEWA,18.5,19.61
722852,TEWA,27.78,29.42
722852,TEWA,31.66,33.7
722852,TEWA,34.59,36.38
722852,TEWA,40.56,42.24
722852,TEWA,42.25,43.91
722852,TEWA,47.03,48.48
722852,TEWA,48.58,50.58
722852,TEWA,54.99,56.84
722853,TEWA,3.28,5.07
722853,TEWA,7.59,9.52
722853,TEWA,15.76,17.84
722853,TEWA,24.59,26.6
722853,TEWA,31.94,34.12
722853,TEWA,39.85,41.86
722853,TEWA,47.81,49.96
722853,TEWA,55.24,57.77
722854,TEWA,1.36,3.12
722854,TEWA,4.75,6.34
722854,TEWA,9.26,11.12
722854,TEWA,14.8,16.59
722854,TEWA,22.63,24.11
