recording,species,start_time,end_time
200746,OVEN,13.25,15.45
200746,OVEN,16.6,18.9
200746,OVEN,24.8,27.56
200746,OVEN,26.55,29.4
200746,OVEN,30.19,32.8
200746,OVEN,37.96,40.35
200746,OVEN,40.21,42.52
200746,OVEN,41.98,44.98
200746,OVEN,57.36,58.56
200746,OVEN,58.26,59.99
200759,OVEN,9.54,11.79
200759,OVEN,19.31,23.02
200759,OVEN,30.08,31.64
200759,OVEN,40.55,43.54
200759,OVEN,49.56,51.65
200777,OVEN,28.56,31.21
200777,OVEN,33.03,36.14
200789,OVEN,18.45,22.13
200789,OVEN,47.4,51.4
200791,OVEN,3.26,4.84
200791,OVEN,10.65,12.59
200791,OVEN,12.64,17.0
200791,OVEN,21.0,23.14
200791,OVEN,28.25,31.3
200791,OVEN,31.23,32.97
200791,OVEN,38.54,39.93
200791,OVEN,40.74,42.75
200791,OVEN,43.38,47.68
200791,OVEN,49.1,51.2
200791,OVEN,55.24,57.34
200791,OVEN,58.93,59.93
200798,OVEN,23.08,24.51
200825,OVEN,7.84,10.98
200825,OVEN,27.48,30.79
200825,OVEN,45.83,49.06
200828,OVEN,5.39,7.23
200828,OVEN,13.41,16.26
200828,OVEN,23.08,24.79
200828,OVEN,24.85,27.11
200828,OVEN,41.81,43.74
200828,OVEN,46.08,48.38
200828,OVEN,54.85,57.03
200849,OVEN,12.51,14.3
200849,OVEN,34.39,36.08
200849,OVEN,37.93,39.44
200849,OVEN,51.3,52.41
200849,OVEN,56.64,57.82
200866,OVEN,56.84,58.5
200870,OVEN,2.26,5.32
205922,OVEN,12.94,15.18
205922,OVEN,32.93,35.12
205922,OVEN,52.84,55.22
205941,OVEN,15.78,18.02
205941,OVEN,33.34,36.89
205941,OVEN,57.5,59.99
205944,OVEN,18.18,19.74
205944,OVEN,37.84,39.63
205944,OVEN,54.66,56.84
205951,OVEN,6.88,8.54
205951,OVEN,10.96,14.95
205951,OVEN,21.06,23.01
205951,OVEN,34.36,37.29
205951,OVEN,37.51,39.54
205951,OVEN,52.36,54.17
205951,OVEN,54.63,56.52
205952,OVEN,11.5,13.3
205952,OVEN,30.95,32.68
205952,OVEN,49.4,51.16
205953,OVEN,3.0,5.19
205953,OVEN,6.48,7.92
205953,OVEN,8.63,9.88
205953,OVEN,21.7,23.81
205953,OVEN,29.45,31.05
205953,OVEN,34.35,35.75
205953,OVEN,42.18,44.47
205953,OVEN,56.44,58.57
205953,OVEN,59.41,59.97
205954,OVEN,3.93,5.37
205954,OVEN,6.14,9.37
205954,OVEN,23.01,24.91
205954,OVEN,27.86,30.54
205954,OVEN,41.94,45.09
205954,OVEN,46.71,48.59
205961,OVEN,4.8,6.45
205961,OVEN,6.81,9.51
205961,OVEN,10.76,13.39
205961,OVEN,19.94,22.59
205961,OVEN,22.86,25.97
205961,OVEN,29.31,32.06
205961,OVEN,33.63,35.83
205961,OVEN,35.55,37.75
205961,OVEN,48.45,50.99
205961,OVEN,52.01,54.34
205961,OVEN,59.13,59.99
205972,OVEN,9.29,12.1
205972,OVEN,23.61,26.16
205972,OVEN,38.43,40.93
205972,OVEN,52.65,55.49
205973,OVEN,1.98,4.07
205973,OVEN,18.38,20.48
205973,OVEN,20.3,22.28
205973,OVEN,22.95,24.78
205973,OVEN,35.09,37.43
205973,OVEN,43.39,45.49
205973,OVEN,45.31,47.21
205974,OVEN,0.01,1.42
205974,OVEN,8.91,10.77
205974,OVEN,13.16,15.14
205974,OVEN,14.75,18.15
205974,OVEN,37.08,40.21
205974,OVEN,55.58,58.78
205992,OVEN,10.29,12.02
205992,OVEN,22.58,24.47
205992,OVEN,25.01,27.95
205992,OVEN,49.16,51.54
205994,OVEN,1.74,2.97
205994,OVEN,14.38,15.77
205994,OVEN,26.54,28.24
205994,OVEN,39.19,41.13
205994,OVEN,51.3,53.21
205998,OVEN,8.61,9.97
205998,OVEN,11.08,14.09
205998,OVEN,16.03,17.79
205998,OVEN,20.91,23.74
205998,OVEN,28.09,31.37
205998,OVEN,32.79,35.95
205998,OVEN,40.3,41.85
205998,OVEN,42.5,44.43
205998,OVEN,47.0,49.85
205998,OVEN,50.19,52.15
205998,OVEN,53.65,55.45
205998,OVEN,59.09,59.83
206001,OVEN,1.55,5.19
206001,OVEN,27.21,30.25
206001,OVEN,48.91,52.39
206002,OVEN,0.95,3.98
206002,OVEN,13.58,16.56
206002,OVEN,17.4,20.68
206002,OVEN,34.08,37.14
206002,OVEN,37.1,39.7
206002,OVEN,54.21,56.69
206002,OVEN,56.33,58.97
206003,OVEN,2.38,4.64
206003,OVEN,5.3,7.16
206003,OVEN,11.31,12.87
206003,OVEN,16.08,18.02
206003,OVEN,18.8,20.33
206003,OVEN,28.03,30.67
206003,OVEN,33.1,35.21
206003,OVEN,40.68,43.01
206003,OVEN,46.3,48.59
206003,OVEN,52.49,54.37
206003,OVEN,57.51,58.77
206003,OVEN,58.58,59.96
206004,OVEN,9.19,12.58
206004,OVEN,24.95,27.73
206004,OVEN,41.63,44.41
206004,OVEN,57.86,59.97
206005,OVEN,2.05,3.83
206005,OVEN,47.38,49.06
206007,OVEN,17.0,19.18
206007,OVEN,37.23,39.19
206007,OVEN,55.46,57.32
206013,OVEN,0.05,1.21
206013,OVEN,8.45,10.29
206013,OVEN,28.85,30.51
206013,OVEN,39.16,40.86
206013,OVEN,47.01,48.86
206013,OVEN,58.43,59.98
206019,OVEN,0.05,2.18
206019,OVEN,10.29,13.35
206019,OVEN,24.38,27.37
206019,OVEN,39.13,41.92
206027,OVEN,42.74,44.38
206027,OVEN,52.63,54.13
206031,OVEN,10.06,12.86
206031,OVEN,35.18,37.42
206031,OVEN,56.81,58.77
206032,OVEN,0.5,1.56
206033,OVEN,0.21,2.37
206033,OVEN,9.33,11.12
206033,OVEN,14.68,16.24
206033,OVEN,23.66,24.94
206033,OVEN,43.88,45.71
206033,OVEN,49.61,51.37
206035,OVEN,5.38,7.93
206035,OVEN,25.68,28.34
206035,OVEN,47.64,50.63
206037,OVEN,30.84,33.85
206037,OVEN,56.34,59.19
206042,OVEN,4.01,6.42
206047,OVEN,6.66,9.31
206049,OVEN,6.6,9.56
206049,OVEN,20.86,23.72
206049,OVEN,36.83,39.41
206049,OVEN,53.0,55.66
206054,OVEN,6.73,8.04
206054,OVEN,40.4,42.34
206065,OVEN,12.48,13.84
206065,OVEN,14.81,15.99
206065,OVEN,40.36,42.12
206078,OVEN,53.61,55.62
206097,OVEN,15.79,17.73
206097,OVEN,28.14,30.44
206109,OVEN,1.94,4.55
206109,OVEN,16.41,18.56
206109,OVEN,18.98,21.87
206109,OVEN,22.86,24.97
206109,OVEN,37.91,39.91
206109,OVEN,39.6,42.64
206109,OVEN,56.21,58.61
206109,OVEN,58.19,59.99
206110,OVEN,10.3,12.29
206110,OVEN,23.04,24.73
206110,OVEN,26.96,28.4
206110,OVEN,34.56,36.45
206110,OVEN,44.79,46.52
206110,OVEN,48.39,49.79
206111,OVEN,3.11,5.6
206111,OVEN,14.6,17.44
206111,OVEN,28.01,30.66
206111,OVEN,39.29,42.12
206111,OVEN,40.86,43.19
206111,OVEN,51.49,54.19
206117,OVEN,11.18,12.74
206117,OVEN,28.64,30.4
206117,OVEN,46.91,48.72
206119,OVEN,0.76,1.9
206119,OVEN,49.14,50.28
206122,OVEN,5.03,8.38
206122,OVEN,11.86,14.05
206122,OVEN,25.91,28.75
206122,OVEN,28.41,29.65
206122,OVEN,45.33,47.56
206122,OVEN,47.3,49.65
206122,OVEN,59.1,60.0
206126,OVEN,0.09,2.28
206126,OVEN,16.6,19.55
206126,OVEN,33.9,36.79
206126,OVEN,49.95,52.55
206131,OVEN,10.86,13.32
206131,OVEN,32.24,34.59
206142,OVEN,5.39,7.15
206142,OVEN,20.98,23.41
206142,OVEN,42.2,44.96
206155,OVEN,1.08,2.52
206155,OVEN,14.89,16.47
206155,OVEN,26.29,28.15
206155,OVEN,29.14,30.47
206155,OVEN,42.03,44.38
206155,OVEN,57.19,58.9
206161,OVEN,34.36,37.05
206162,OVEN,22.65,24.73
206162,OVEN,37.56,39.05
206162,OVEN,50.23,52.08
206169,OVEN,1.39,2.49
206169,OVEN,19.1,20.93
206169,OVEN,39.1,40.55
206169,OVEN,59.13,59.99
206172,OVEN,34.64,37.67
206177,OVEN,1.44,3.97
206177,OVEN,3.58,5.53
206177,OVEN,11.91,13.44
206177,OVEN,20.58,23.21
206177,OVEN,28.61,31.12
206177,OVEN,30.53,32.14
206177,OVEN,48.14,49.68
206179,OVEN,2.84,4.74
206179,OVEN,6.1,7.93
206179,OVEN,10.01,11.94
206179,OVEN,19.8,23.93
206179,OVEN,24.09,26.58
206179,OVEN,44.98,46.28
206179,OVEN,46.28,47.94
206181,OVEN,9.59,11.14
206181,OVEN,23.25,25.11
206181,OVEN,37.51,39.74
206181,OVEN,53.21,55.07
206182,OVEN,0.04,1.64
206182,OVEN,14.0,16.26
206182,OVEN,16.99,19.17
206182,OVEN,29.5,31.64
206182,OVEN,42.8,45.43
206182,OVEN,56.53,58.82
206186,OVEN,15.54,17.02
206188,OVEN,8.21,10.22
206188,OVEN,28.06,30.67
206188,OVEN,46.63,49.13
206192,OVEN,48.78,50.64
206193,OVEN,14.53,17.16
206197,OVEN,0.04,2.83
206197,OVEN,3.59,6.07
206197,OVEN,23.89,26.6
206197,OVEN,27.13,30.67
206197,OVEN,44.95,47.99
206197,OVEN,49.09,51.59
206198,OVEN,6.31,8.77
206198,OVEN,12.88,14.21
206198,OVEN,21.64,24.03
206198,OVEN,28.18,30.06
206198,OVEN,32.66,35.02
206198,OVEN,43.88,46.63
206198,OVEN,57.03,59.76
206200,OVEN,27.45,29.61
206200,OVEN,41.48,43.93
206200,OVEN,54.33,56.34
206203,OVEN,8.53,10.14
208099,OVEN,10.84,13.18
208099,OVEN,32.54,34.34
208099,OVEN,53.38,55.49
208108,OVEN,2.44,4.99
208108,OVEN,10.7,13.06
208108,OVEN,29.14,31.59
208108,OVEN,43.43,44.67
208108,OVEN,56.68,58.88
208113,OVEN,2.55,4.79
208113,OVEN,18.84,20.47
208113,OVEN,34.74,36.95
208113,OVEN,51.71,54.22
208163,OVEN,0.96,3.82
208163,OVEN,19.05,21.99
208163,OVEN,37.16,40.7
208163,OVEN,56.85,59.98
208168,OVEN,17.63,19.22
208168,OVEN,20.89,23.24
208168,OVEN,31.55,32.96
208168,OVEN,40.58,43.09
208168,OVEN,47.0,48.5
208230,OVEN,33.78,35.26
209435,OVEN,0.03,2.58
209435,OVEN,17.26,19.27
209435,OVEN,51.4,53.78
209447,OVEN,9.49,11.64
209447,OVEN,29.96,32.04
209447,OVEN,36.49,38.27
209485,OVEN,14.91,17.71
209485,OVEN,29.59,33.27
209485,OVEN,42.99,45.89
209500,OVEN,14.31,16.74
209500,OVEN,34.01,35.84
209514,OVEN,4.8,7.7
209514,OVEN,21.25,24.19
209514,OVEN,38.1,41.04
209514,OVEN,57.03,59.86
209524,OVEN,5.61,7.56
209524,OVEN,10.36,12.14
209524,OVEN,21.71,24.22
209524,OVEN,25.28,26.81
209524,OVEN,38.6,40.34
209524,OVEN,39.94,41.95
209524,OVEN,43.34,45.22
209524,OVEN,55.13,56.88
209524,OVEN,56.84,59.19
209526,OVEN,11.53,13.63
209526,OVEN,27.28,29.46
209526,OVEN,43.29,45.77
209534,OVEN,0.08,1.96
209534,OVEN,9.91,12.92
209534,OVEN,15.63,17.97
209534,OVEN,31.68,34.58
209534,OVEN,46.31,48.67
209534,OVEN,50.9,54.24
209534,OVEN,58.4,59.96
209585,OVEN,11.66,13.37
209585,OVEN,25.08,27.39
209585,OVEN,38.71,41.14
209585,OVEN,54.3,56.15
209627,OVEN,0.58,3.14
209627,OVEN,8.1,9.45
209627,OVEN,17.08,19.48
209627,OVEN,25.38,26.93
209627,OVEN,34.4,36.94
209627,OVEN,49.43,52.16
209628,OVEN,23.0,26.28
209628,OVEN,33.44,36.94
209628,OVEN,45.34,49.02
209651,OVEN,1.44,3.88
209651,OVEN,5.96,8.39
209651,OVEN,19.23,22.31
209651,OVEN,24.01,26.07
209651,OVEN,25.74,28.32
209651,OVEN,33.86,36.21
209651,OVEN,40.89,43.63
209651,OVEN,47.54,50.3
209651,OVEN,54.61,57.59
209651,OVEN,58.91,59.96
209747,OVEN,17.19,18.77
209747,OVEN,28.1,29.85
209747,OVEN,35.83,37.99
211300,OVEN,23.34,24.99
211302,OVEN,1.75,5.1
211341,OVEN,4.69,7.13
211341,OVEN,18.83,21.44
211341,OVEN,21.19,23.07
211341,OVEN,37.83,40.52
211341,OVEN,55.36,57.36
211348,OVEN,1.25,2.74
211348,OVEN,25.75,27.53
211348,OVEN,28.96,31.06
211348,OVEN,47.11,50.3
211357,OVEN,11.9,14.14
211357,OVEN,30.25,31.98
211357,OVEN,50.0,51.59
211369,OVEN,21.94,24.73
211419,OVEN,7.78,10.73
211419,OVEN,22.66,25.75
211419,OVEN,38.3,41.68
211419,OVEN,52.73,55.82
211420,OVEN,59.1,59.99
211433,OVEN,12.11,14.15
211445,OVEN,4.14,5.67
211445,OVEN,21.86,23.22
211445,OVEN,40.78,42.59
211445,OVEN,55.74,57.88
211447,OVEN,10.8,13.26
211447,OVEN,27.45,30.08
211447,OVEN,45.45,47.41
211457,OVEN,0.75,1.89
211457,OVEN,1.75,2.59
211457,OVEN,12.76,15.1
211457,OVEN,24.55,26.1
211457,OVEN,33.75,35.28
211457,OVEN,34.98,36.92
211457,OVEN,52.98,55.39
211457,OVEN,56.69,58.15
211457,OVEN,59.35,59.93
211461,OVEN,14.75,16.74
211461,OVEN,36.25,38.13
211468,OVEN,0.6,3.69
211468,OVEN,7.43,9.22
211468,OVEN,22.68,25.98
211468,OVEN,42.74,45.89
211479,OVEN,6.35,8.24
211479,OVEN,19.33,21.16
211479,OVEN,35.33,36.36
211479,OVEN,38.2,39.45
211479,OVEN,51.94,54.82
213758,OVEN,6.01,8.29
213758,OVEN,20.25,22.33
213758,OVEN,34.1,36.44
213758,OVEN,48.08,50.32
213776,OVEN,7.5,10.0
213781,OVEN,30.98,32.92
213781,OVEN,37.73,39.58
213781,OVEN,47.36,49.17
213791,OVEN,9.0,11.48
213791,OVEN,21.0,22.98
213791,OVEN,25.81,28.45
213791,OVEN,33.6,35.3
213791,OVEN,41.31,44.21
213791,OVEN,47.04,49.17
213791,OVEN,53.76,56.84
213794,OVEN,0.18,2.77
213794,OVEN,6.81,8.61
213794,OVEN,12.31,14.61
213794,OVEN,16.18,18.87
213794,OVEN,31.19,34.37
213794,OVEN,37.43,39.37
213794,OVEN,44.74,46.92
213794,OVEN,50.39,53.12
213794,OVEN,55.36,57.14
213795,OVEN,0.15,2.38
213795,OVEN,5.26,7.71
213795,OVEN,14.26,16.79
213795,OVEN,18.14,20.97
213795,OVEN,22.11,24.96
213795,OVEN,25.38,27.77
213795,OVEN,35.39,38.28
213795,OVEN,41.05,43.08
213795,OVEN,43.38,45.56
213795,OVEN,52.56,55.79
213795,OVEN,57.86,59.97
213800,OVEN,27.29,30.12
213802,OVEN,2.6,5.79
213802,OVEN,35.91,39.15
213811,OVEN,0.09,2.52
213812,OVEN,5.09,6.68
213812,OVEN,11.38,12.98
213812,OVEN,24.76,26.36
213812,OVEN,39.88,41.49
213812,OVEN,46.69,48.53
213812,OVEN,52.65,55.0
213813,OVEN,1.43,4.36
213813,OVEN,13.6,15.0
213813,OVEN,21.49,24.33
213813,OVEN,42.19,44.8
213813,OVEN,47.5,49.0
213813,OVEN,53.58,55.77
213814,OVEN,16.65,18.56
213814,OVEN,43.08,45.26
213815,OVEN,0.13,1.37
213815,OVEN,1.04,2.63
213815,OVEN,2.73,4.66
213815,OVEN,4.69,6.98
213815,OVEN,12.09,13.94
213815,OVEN,13.89,15.94
213815,OVEN,15.8,18.04
213815,OVEN,17.88,19.72
213815,OVEN,19.59,20.93
213815,OVEN,27.51,29.91
213815,OVEN,29.73,33.29
213815,OVEN,33.44,36.02
213815,OVEN,36.94,39.14
213815,OVEN,43.14,45.5
213815,OVEN,45.13,47.58
213815,OVEN,47.63,50.09
213815,OVEN,55.13,57.37
213815,OVEN,57.25,59.24
213815,OVEN,59.31,59.96
213817,OVEN,13.1,14.84
213817,OVEN,31.1,32.79
213817,OVEN,39.29,40.99
213817,OVEN,47.25,48.9
213820,OVEN,11.59,14.69
213820,OVEN,28.65,31.51
213820,OVEN,45.7,48.8
213821,OVEN,7.46,9.8
213821,OVEN,17.53,20.32
213821,OVEN,29.94,32.52
213821,OVEN,41.39,43.82
213821,OVEN,52.58,55.24
213824,OVEN,1.49,3.85
213824,OVEN,22.61,24.95
213824,OVEN,45.89,48.32
213825,OVEN,28.13,29.67
213834,OVEN,57.5,59.4
213836,OVEN,1.46,3.74
213836,OVEN,19.79,22.04
213836,OVEN,36.88,39.27
213836,OVEN,51.95,54.04
213836,OVEN,53.56,56.04
213932,OVEN,5.68,7.36
213935,OVEN,39.68,41.36
213937,OVEN,1.49,3.97
213937,OVEN,47.86,50.51
213959,OVEN,48.63,50.54
213977,OVEN,56.13,58.82
213981,OVEN,15.24,17.69
213984,OVEN,55.43,57.42
214001,OVEN,2.24,4.75
214001,OVEN,19.08,22.28
214001,OVEN,48.74,51.15
214001,OVEN,51.55,54.65
214002,OVEN,2.65,5.74
214002,OVEN,10.38,12.69
214002,OVEN,14.54,17.5
214002,OVEN,22.79,24.93
214002,OVEN,30.44,33.09
214002,OVEN,38.53,40.54
214002,OVEN,43.24,46.24
214002,OVEN,58.28,59.99
214004,OVEN,0.01,1.74
214004,OVEN,11.89,13.85
214004,OVEN,36.08,38.02
214971,OVEN,6.01,7.87
214971,OVEN,46.2,47.74
214989,OVEN,0.19,0.9
214989,OVEN,13.88,15.73
214989,OVEN,43.83,46.12
214989,OVEN,58.94,59.99
214992,OVEN,5.34,8.59
214992,OVEN,25.01,27.65
214992,OVEN,45.03,47.49
215023,OVEN,9.86,12.52
215023,OVEN,31.1,33.98
215023,OVEN,47.63,50.57
215416,OVEN,24.68,26.62
215416,OVEN,38.2,40.44
215416,OVEN,55.8,57.65
215439,OVEN,38.26,39.79
215445,OVEN,0.14,1.14
215445,OVEN,7.06,8.76
215445,OVEN,12.24,14.49
215445,OVEN,24.19,26.47
215445,OVEN,35.64,37.93
215445,OVEN,37.68,39.86
215448,OVEN,8.93,13.81
215448,OVEN,25.0,27.28
215448,OVEN,33.08,37.43
215448,OVEN,44.41,46.44
215454,OVEN,12.3,15.26
215454,OVEN,35.16,38.12
215456,OVEN,4.51,7.39
215456,OVEN,15.86,19.16
215456,OVEN,21.36,24.21
215456,OVEN,28.71,32.07
215456,OVEN,40.88,44.01
215456,OVEN,43.64,46.02
215465,OVEN,6.31,9.06
215465,OVEN,10.01,11.37
215465,OVEN,15.26,17.5
215465,OVEN,25.36,27.95
215465,OVEN,42.69,44.85
215465,OVEN,45.41,47.65
215465,OVEN,48.59,50.88
215465,OVEN,58.66,59.99
215466,OVEN,6.61,9.51
215466,OVEN,22.58,25.32
215466,OVEN,32.34,34.1
215466,OVEN,37.8,39.69
215466,OVEN,39.61,42.5
215466,OVEN,43.99,45.87
215466,OVEN,53.79,55.28
215466,OVEN,54.83,58.02
215466,OVEN,59.0,59.98
215468,OVEN,1.38,2.84
215468,OVEN,8.91,10.97
215468,OVEN,11.26,13.37
215468,OVEN,13.49,15.38
215468,OVEN,24.19,26.82
215468,OVEN,26.88,29.49
215468,OVEN,31.08,32.83
215468,OVEN,38.14,40.57
215468,OVEN,40.83,42.87
215468,OVEN,46.85,49.68
215468,OVEN,50.64,53.59
215468,OVEN,54.14,56.79
215468,OVEN,56.48,59.26
215471,OVEN,0.11,1.11
215471,OVEN,54.9,56.7
215473,OVEN,2.0,4.3
215473,OVEN,13.26,15.74
215473,OVEN,25.3,28.16
215473,OVEN,39.23,41.69
215473,OVEN,52.59,54.87
215473,OVEN,56.5,57.2
215474,OVEN,26.0,27.86
215475,OVEN,25.65,27.56
215475,OVEN,36.19,38.24
215475,OVEN,48.89,50.65
215480,OVEN,4.4,5.78
215481,OVEN,0.98,3.79
215481,OVEN,3.28,5.17
215481,OVEN,20.03,21.83
215481,OVEN,26.75,29.86
215481,OVEN,54.89,57.85
215483,OVEN,13.36,15.85
215483,OVEN,32.55,35.04
215489,OVEN,1.84,3.87
215489,OVEN,7.15,9.23
215489,OVEN,18.1,20.4
215489,OVEN,19.33,21.84
215489,OVEN,31.11,33.84
215489,OVEN,35.8,38.21
215489,OVEN,43.76,46.27
215489,OVEN,51.9,54.06
215489,OVEN,55.15,57.66
215527,OVEN,18.96,21.35
215557,OVEN,11.43,13.01
215557,OVEN,42.44,44.29
215607,OVEN,0.46,2.39
215607,OVEN,13.93,16.01
215607,OVEN,26.89,29.14
215607,OVEN,58.65,59.99
215610,OVEN,3.58,5.94
215610,OVEN,7.4,9.24
215610,OVEN,17.89,19.68
215610,OVEN,20.59,23.67
215610,OVEN,37.48,39.98
215610,OVEN,52.11,55.14
215623,OVEN,8.95,10.29
215623,OVEN,13.79,15.43
215626,OVEN,41.39,43.79
215627,OVEN,0.05,1.51
215627,OVEN,16.25,18.36
215627,OVEN,37.31,39.26
215635,OVEN,57.76,59.85
215646,OVEN,2.04,3.77
215646,OVEN,12.58,14.62
215646,OVEN,15.29,17.62
215646,OVEN,28.5,30.55
215646,OVEN,32.51,34.99
215646,OVEN,52.75,55.21
215646,OVEN,57.44,58.58
215647,OVEN,2.5,4.08
215647,OVEN,6.81,9.42
215647,OVEN,14.09,15.74
215648,OVEN,1.54,3.43
215648,OVEN,19.85,22.4
215648,OVEN,43.7,45.16
215649,OVEN,10.85,12.58
215649,OVEN,26.73,29.01
215649,OVEN,42.6,44.16
215649,OVEN,57.64,59.72
215653,OVEN,6.39,8.23
215653,OVEN,26.0,27.14
215653,OVEN,37.53,39.38
215657,OVEN,17.09,19.38
215657,OVEN,31.88,33.89
215657,OVEN,49.01,50.94
220767,OVEN,16.45,18.3
220767,OVEN,45.43,47.98
220776,OVEN,2.86,4.79
220776,OVEN,7.15,8.41
220776,OVEN,14.84,16.42
220776,OVEN,20.91,22.55
220776,OVEN,23.2,24.85
220776,OVEN,35.63,37.38
220776,OVEN,41.6,43.8
220776,OVEN,51.46,53.39
220776,OVEN,54.14,55.69
220777,OVEN,4.35,6.3
220777,OVEN,43.26,44.79
220777,OVEN,46.04,47.82
220777,OVEN,57.3,59.26
220786,OVEN,8.2,10.06
220786,OVEN,43.86,45.56
220786,OVEN,54.46,56.87
