recording,species,start_time,end_time
517260,RUGR,2.8,12.1
517271,RUGR,8.05,18.9
517282,RUGR,24,35.95
517298,RUGR,36.65,49.45
517308,RUGR,0.5,12.1
517308,RUGR,46.45,58.2
517335,RUGR,0.1,10.45
517340,RUGR,39.75,47.85
517392,RUGR,10.3,16.75
517405,RUGR,19.9,28.85
517406,RUGR,0.95,9.9
517416,RUGR,14.9,28.25
517443,RUGR,54.1,59.9
517445,RUGR,36.1,42.5
517451,RUGR,0.15,8
517487,RUGR,0.2,8.15
517493,RUGR,33.55,40.2
517494,RUGR,40.75,51.7
517501,RUGR,30.85,41.1
517518,RUGR,44.35,52.2
517650,RUGR,6.8,15.95
517654,RUGR,0.05,9.3
517659,RUGR,23.85,32.25
517660,RUGR,54.9,59.75
517665,RUGR,2.45,10.6
517683,RUGR,39.8,51.95
517696,RUGR,45.5,55.3
517715,RUGR,26.05,35.2
517731,RUGR,42.3,51
517739,RUGR,15.4,21.2
517808,RUGR,11,17.2
518024,RUGR,34.3,46.8
518025,RUGR,37.9,48.5
518032,RUGR,6.65,14.95
518033,RUGR,0.2,6.85
518034,RUGR,40.6,49.3
518046,RUGR,28.25,38.65
518048,RUGR,41.5,47.4
518054,RUGR,46.5,58.55
518066,RUGR,7.75,15.1
518067,RUGR,17.1,31.85
518084,RUGR,18.3,26.1
518138,RUGR,21.65,29.25
518138,RUGR,38.4,47.15
518145,RUGR,0,6.25
518145,RUGR,40.9,48.15
518149,RUGR,0.6,9.6
518149,RUGR,21.85,32.25
518149,RUGR,35.05,42.55
518149,RUGR,48.05,56.5
518156,RUGR,3.4,12.95
518157,RUGR,21.45,32.1
518165,RUGR,12.35,24
518172,RUGR,5.2,14.8
518179,RUGR,48.35,55.3
518181,RUGR,0.4,8
518210,RUGR,0.8,13.35
518210,RUGR,38,47
518212,RUGR,4.25,11.05
518216,RUGR,14.95,24.85
518216,RUGR,40.45,48.35
518218,RUGR,51,58
518249,RUGR,0.25,7.2
518335,RUGR,0.7,8.6
518341,RUGR,0.7,9.45
518342,RUGR,50.3,59.8
518343,RUGR,11.35,20.55
518344,RUGR,34.45,43.65
518344,RUGR,55.4,59.7
518348,RUGR,20.8,35.95
518358,RUGR,6.4,13.7
518360,RUGR,0.15,12.3
518363,RUGR,14.7,25.65
518364,RUGR,17.1,28.4
518367,RUGR,2.95,10.9
518367,RUGR,47.8,53.15
518368,RUGR,6.45,16.65
518368,RUGR,30.75,38.7
518371,RUGR,28.2,37.6
518375,RUGR,19.25,26
518378,RUGR,28,38.1
518599,RUGR,2.3,10.05
518651,RUGR,2.6,11.35
518660,RUGR,33.9,41.2
518661,RUGR,25.4,33.4
518674,RUGR,40.15,49.25
518754,RUGR,0.45,8.3
518882,RUGR,3.6,13.75
518882,RUGR,23.1,38
518934,RUGR,45.3,50.75
518958,RUGR,11.95,20.15
518965,RUGR,11.2,14.5
518971,RUGR,0.1,5.1
518972,RUGR,30.2,40.9
518978,RUGR,32.9,41.3
518983,RUGR,0,5
518986,RUGR,41.2,50.8
518990,RUGR,17.55,27.9
518999,RUGR,19.6,31
519003,RUGR,55.7,59.75
519130,RUGR,42,46.5
519233,RUGR,41.5,52.1
519343,RUGR,38.75,46.5
519437,RUGR,1.55,8
519448,RUGR,23.9,33.2
519462,RUGR,3.85,15.35
519462,RUGR,41.9,49.6
519485,RUGR,16.2,23.85
519497,RUGR,19.05,29.6
519510,RUGR,15.2,25
519510,RUGR,54,60
519517,RUGR,1.6,9.25
519527,RUGR,0.15,7
519658,RUGR,23.75,35.3
519689,RUGR,44.7,51.3
519761,RUGR,28.7,37.85
519798,RUGR,2.5,9.25
519811,RUGR,30.8,38.6
519963,RUGR,39.85,49.55
519974,RUGR,1.05,8.8
519975,RUGR,9.85,25.8
519975,RUGR,36.9,49.2
519976,RUGR,9.45,22.15
519979,RUGR,0.2,6.6
519980,RUGR,13.15,21.1
519984,RUGR,25.5,31.65
519986,RUGR,24.1,32.95
519987,RUGR,4.5,10.5
519987,RUGR,11.25,17.05
519988,RUGR,12.15,19.55
519988,RUGR,28.25,35.95
519988,RUGR,36.2,43.65
519991,RUGR,38.2,50.9
519993,RUGR,10.75,23.8
519993,RUGR,26.85,36.45
519993,RUGR,35.95,44.95
519993,RUGR,43.95,53.2
519994,RUGR,0.3,9.65
519994,RUGR,32.55,43.25
519995,RUGR,34.3,42.7
519996,RUGR,45.7,53.25
519997,RUGR,53.4,59.85
519999,RUGR,26.85,33.95
520000,RUGR,14.7,25.9
520005,RUGR,19.7,32.5
520005,RUGR,46.85,54.7
520005,RUGR,54.95,60
520009,RUGR,16.15,27.05
520009,RUGR,42.8,50.95
520012,RUGR,3.35,16.25
520012,RUGR,33.05,38.75
520013,RUGR,2.1,5.9
520013,RUGR,5.1,9
520013,RUGR,45.85,51.55
520025,RUGR,40.4,49.15
520029,RUGR,23.55,32.7
520029,RUGR,30.5,36.3
520029,RUGR,34,42.2
520030,RUGR,11,22.5
520030,RUGR,15.05,20.25
520030,RUGR,44.1,48.7
520031,RUGR,18,25
520031,RUGR,33.5,46.85
520032,RUGR,0.05,5.6
520032,RUGR,31.85,37.9
520033,RUGR,11.1,22.25
520034,RUGR,0.3,9.05
520034,RUGR,54.75,59.65
520037,RUGR,24.15,31.05
520038,RUGR,27.75,32.9
520039,RUGR,31.85,39.4
520040,RUGR,6.9,14.25
520040,RUGR,24.3,35.2
520040,RUGR,38.85,44.25
520040,RUGR,53.45,59.7
520043,RUGR,21.05,32.15
520043,RUGR,52.05,57.15
520050,RUGR,40.15,50.75
520053,RUGR,0.2,10.35
520053,RUGR,9.75,19.15
520058,RUGR,10.55,19.2
520058,RUGR,51.5,59.95
520135,RUGR,25.55,35.15
520151,RUGR,50.9,59.25
520175,RUGR,47.65,59.4
520177,RUGR,9,18.05
520181,RUGR,28.2,35.95
520182,RUGR,4.5,15.85
520182,RUGR,44.35,54.95
520202,RUGR,40.35,48.75
520205,RUGR,41.95,50.4
520209,RUGR,18.25,29.15
520220,RUGR,0.1,5.9
520220,RUGR,53.75,59.6
520229,RUGR,4.95,12.05
522020,RUGR,51.4,58.1
522023,RUGR,0.6,9.15
522023,RUGR,49.75,58.35
522083,RUGR,6.1,16.2
522083,RUGR,46.4,57.4
522084,RUGR,51.25,59.8
522086,RUGR,42.2,53.55
522087,RUGR,5.5,16.9
522087,RUGR,27.95,38.2
522087,RUGR,51.45,57.95
522089,RUGR,18.2,28.9
522090,RUGR,3.25,16.85
522090,RUGR,55.2,59.95
522091,RUGR,0.15,8.4
522091,RUGR,8.6,14.15
522091,RUGR,48.6,59.95
522092,RUGR,45.85,58.75
522095,RUGR,19.3,28.05
522095,RUGR,40.4,49
522101,RUGR,0.15,10.45
522102,RUGR,24.75,30.6
522102,RUGR,34.1,41.15
522103,RUGR,9.65,20.55
522103,RUGR,36.75,45.25
522104,RUGR,19.05,26.35
522104,RUGR,44.5,51.65
522105,RUGR,0.15,5.35
522106,RUGR,26.7,38.35
522106,RUGR,52.9,59.75
522107,RUGR,3.3,11.45
522107,RUGR,29.5,38.15
522108,RUGR,0.95,8.1
522108,RUGR,26.9,34.7
522108,RUGR,37.9,46.4
522108,RUGR,57.45,59.95
522109,RUGR,9.25,20.75
522109,RUGR,20.8,25.7
522112,RUGR,34.45,46.55
522113,RUGR,14.65,21.7
522113,RUGR,30.5,37.65
522113,RUGR,48.8,57.05
522118,RUGR,21.45,32.8
522120,RUGR,19.95,31.25
522120,RUGR,48.95,57.2
522123,RUGR,38.05,45.15
522125,RUGR,4.25,16.45
522127,RUGR,43.8,50.55
522127,RUGR,53.7,59.75
522128,RUGR,9.15,18.35
522131,RUGR,37.95,44.65
522134,RUGR,26.9,37.55
522134,RUGR,55.5,60
522136,RUGR,0.05,7.05
522136,RUGR,12.2,21.6
522136,RUGR,22.9,31.3
522138,RUGR,24.25,29.95
522139,RUGR,4.6,10.65
522140,RUGR,42.45,53.85
522141,RUGR,7.45,18.25
522141,RUGR,55.7,60
522142,RUGR,5.45,20.7
522144,RUGR,15.45,25
522146,RUGR,4.4,10.05
522146,RUGR,37.3,47.45
522146,RUGR,48.55,54.35
522147,RUGR,8.5,19.95
522152,RUGR,0.1,6.6
522152,RUGR,16.25,25.5
522152,RUGR,25.7,34.25
522152,RUGR,50.4,59.85
522153,RUGR,29.15,40.6
522154,RUGR,19.15,29.25
522154,RUGR,32.25,38.55
522156,RUGR,0.4,7.1
522157,RUGR,33.6,46.1
522158,RUGR,0.35,8.1
522158,RUGR,37.55,49.05
522159,RUGR,0.85,11.2
522160,RUGR,41,51.55
522161,RUGR,25.45,30.7
522165,RUGR,28.35,39.6
522176,RUGR,3.05,12.9
522179,RUGR,11.05,18.55
522179,RUGR,21.35,29.6
522179,RUGR,51.7,59.85
522180,RUGR,22.65,34.45
522183,RUGR,11.55,17.5
522183,RUGR,38.75,46.3
522211,RUGR,19.25,28.95
522244,RUGR,0.4,7.6
522244,RUGR,30.3,39
522251,RUGR,24.4,35.3
522269,RUGR,48.35,58.05
522290,RUGR,27.4,33.55
522293,RUGR,15.2,23.25
522295,RUGR,47.45,56.45
522296,RUGR,0.2,11.6
522296,RUGR,45.75,51.2
522299,RUGR,0.35,7.25
522299,RUGR,11.5,18.1
522299,RUGR,31.8,37.8
522299,RUGR,49.3,60
522300,RUGR,2.25,14.65
522300,RUGR,37.95,47.75
522301,RUGR,13,19.95
522301,RUGR,22.35,28.65
522301,RUGR,34.05,41.05
522301,RUGR,43.85,50.15
522301,RUGR,50.35,57.8
522302,RUGR,13.7,25.55
522303,RUGR,18,23.5
522303,RUGR,36.85,45.2
522304,RUGR,4.65,11.65
522304,RUGR,26.4,37.35
522306,RUGR,0.2,5.75
522306,RUGR,21.95,28.85
522310,RUGR,0.1,7.3
522312,RUGR,21.1,29.7
522314,RUGR,0.1,7.35
522320,RUGR,16.9,29.2
522320,RUGR,43.65,51.9
522324,RUGR,27.55,35
522326,RUGR,21.15,32.55
522328,RUGR,2.8,9.2
522328,RUGR,9.4,17.2
522333,RUGR,52.7,59.95
522336,RUGR,37.95,47.15
522345,RUGR,33.5,40.4
522348,RUGR,39.55,51
522363,RUGR,11.45,18.6
522371,RUGR,14.25,23.3
522379,RUGR,8.75,17.3
522410,RUGR,0.1,3.6
522410,RUGR,20.95,37.5
522411,RUGR,1.05,8.8
522411,RUGR,7.9,13.7
522411,RUGR,17.95,26.25
522411,RUGR,39.55,48.45
522413,RUGR,11.95,23.15
522416,RUGR,0.4,8.3
522416,RUGR,29.4,40.1
522418,RUGR,4.15,15.35
522418,RUGR,18.05,29.7
522418,RUGR,48.8,58.75
522419,RUGR,0.1,7.2
522419,RUGR,17.55,31.1
522421,RUGR,0.15,8.7
522421,RUGR,17.3,25.95
522421,RUGR,34.05,44.95
522422,RUGR,18.75,30.15
522422,RUGR,47.05,56.45
522424,RUGR,43.2,54.75
522437,RUGR,21.5,30.05
522438,RUGR,0.3,9.2
522438,RUGR,42.25,49.35
522438,RUGR,49.95,58.25
522440,RUGR,14.15,21.2
522440,RUGR,27.3,38.4
522440,RUGR,55.65,59.95
522441,RUGR,1.15,10.45
522441,RUGR,53.45,59.9
522442,RUGR,0.1,4.1
522442,RUGR,4.35,11.05
522442,RUGR,28.35,40.7
522442,RUGR,43.65,56.1
522443,RUGR,0.5,8.1
522443,RUGR,14.4,23.75
522443,RUGR,24.5,32.7
522443,RUGR,38.65,51.3
522443,RUGR,56.65,59.85
522444,RUGR,0.3,11.35
522446,RUGR,20.1,30.35
522446,RUGR,30.75,37.25
522446,RUGR,52.45,59.9
522447,RUGR,53.75,59.3
522450,RUGR,12.7,25.9
522451,RUGR,1,11.45
522451,RUGR,49.75,58.7
522452,RUGR,43.35,49.85
522456,RUGR,0.2,5
522460,RUGR,8.7,15.5
522460,RUGR,51.75,59.8
522467,RUGR,45.6,53.3
522469,RUGR,47.35,54.75
522490,RUGR,12.4,18.65
522505,RUGR,34.25,41.15
522506,RUGR,21.75,28.25
522514,RUGR,20.75,27.65
522519,RUGR,1.35,12.35
522519,RUGR,13.5,26.5
522519,RUGR,48.45,57.15
522521,RUGR,19.9,27.8
522521,RUGR,35.15,43.2
522522,RUGR,40.4,49.8
522524,RUGR,0.4,7.7
522526,RUGR,17.85,31.6
522526,RUGR,55.4,59.95
522536,RUGR,21.65,31
522536,RUGR,31.6,39.35
522538,RUGR,5,12
522540,RUGR,9.05,14.95
522541,RUGR,21.05,31.45
522541,RUGR,40.35,50.25
522541,RUGR,53.1,59.85
522542,RUGR,19.15,28.75
522542,RUGR,33.4,45.45
522544,RUGR,20.7,28.85
522546,RUGR,13.4,20.4
522549,RUGR,2.3,12.8
522573,RUGR,0.6,6.95
522625,RUGR,9.9,17.65
522626,RUGR,16.65,24.15
522629,RUGR,22.6,30.9
522630,RUGR,17.85,29
522634,RUGR,15.95,24.6
522637,RUGR,31.25,42.15
522639,RUGR,0.1,3.95
522643,RUGR,51.2,59.95
522647,RUGR,0.4,6.35
522650,RUGR,0.1,10.25
522652,RUGR,23.1,31.95
522662,RUGR,10.5,22.35
522687,RUGR,0.15,5.05
522692,RUGR,14.45,22.95
522692,RUGR,43,52.1
522693,RUGR,34.3,42.35
522700,RUGR,24.35,31.35
522747,RUGR,0.2,4.35
522749,RUGR,4.95,13.3
522821,RUGR,4.8,14.75
522824,RUGR,46.05,57.25
522827,RUGR,25.15,35.9
522833,RUGR,38.75,48.4
522835,RUGR,27.25,34.1
522835,RUGR,41.35,50.4
522841,RUGR,43.5,57.2
522843,RUGR,34.65,43.9
522844,RUGR,8.2,19.35
522845,RUGR,4.85,14
522846,RUGR,25,34.6
522846,RUGR,48.6,59.95
522857,RUGR,26.55,35.4
522861,RUGR,14.7,24.35
522868,RUGR,0.3,6.2
522868,RUGR,34.05,42.45
522873,RUGR,48.55,59.95
522875,RUGR,4.95,11.95
522875,RUGR,17.65,28.15
522875,RUGR,51.55,59.95
522876,RUGR,23.9,32.05
522876,RUGR,39.05,45.15
522876,RUGR,47,58.7
522877,RUGR,44.9,51.2
522880,RUGR,0.7,7.9
522882,RUGR,26.65,38.35
522883,RUGR,0.1,4.2
522883,RUGR,32.25,43.15
522883,RUGR,43.95,55.6
522892,RUGR,17.8,26.25
522892,RUGR,48,58.9
522895,RUGR,4.15,12.25
522895,RUGR,28.85,37.85
522895,RUGR,45.45,53.95
522896,RUGR,44.3,54.65
522897,RUGR,0.1,10.25
522900,RUGR,0.15,6.75
522900,RUGR,26.3,37.25
522906,RUGR,7.7,13.8
522919,RUGR,8,14.65
522919,RUGR,36.7,40.2
522920,RUGR,21.95,30.55
522920,RUGR,44.15,52.35
522921,RUGR,42.35,53
522927,RUGR,51.3,59.95
522928,RUGR,50.45,59.75
522929,RUGR,23.05,33.35
522932,RUGR,8.35,17.35
522943,RUGR,0.05,3.45
522943,RUGR,31.2,39.55
522944,RUGR,25.9,35.5
522945,RUGR,50.8,57.55
522946,RUGR,10.8,18.05
522948,RUGR,15.35,23.75
522955,RUGR,41.8,49.2
522958,RUGR,18.6,27.85
523020,RUGR,43.45,51.05
523023,RUGR,55.2,59.9
523026,RUGR,0.1,10.6
523031,RUGR,37.45,48.8
523041,RUGR,48.8,57.55
523043,RUGR,21.5,29.7
523068,RUGR,14.95,26.8
523072,RUGR,47.95,59.5
523073,RUGR,1.55,10.95
523073,RUGR,57.15,59.55
523075,RUGR,5.25,16.35
523075,RUGR,27.15,34.05
523076,RUGR,52.9,59.8
523079,RUGR,0.1,6.4
523080,RUGR,0.1,1.3
523085,RUGR,0,8.45
523089,RUGR,26.15,35.95
523106,RUGR,10.65,21.9
523115,RUGR,4.5,15.9
523130,RUGR,34.3,43.2
523133,RUGR,0.15,8.45
523134,RUGR,25.85,37.6
523138,RUGR,15.05,25.2
523277,RUGR,31.85,39.45
523570,RUGR,4.25,11.2
523643,RUGR,7.3,16.35
523649,RUGR,19.45,28.5
523651,RUGR,54.15,59.95
523654,RUGR,47.75,56.4
523656,RUGR,35.25,44.95
523660,RUGR,1.25,8.25
523660,RUGR,30.3,37.3
523664,RUGR,0,10.65
523664,RUGR,32.25,40.6
523667,RUGR,29.4,40.6
523670,RUGR,41.2,50.35
523674,RUGR,24.3,32.4
523676,RUGR,17.4,26.35
523678,RUGR,33.55,45.85
523688,RUGR,45.55,52.25
523699,RUGR,46.5,57.8
523700,RUGR,51.55,59.6
523701,RUGR,23.6,36.6
523711,RUGR,26.6,34.25
523713,RUGR,19.9,29.25
523713,RUGR,37.3,45.65
523714,RUGR,7.75,19.5
523715,RUGR,31.45,43.95
523716,RUGR,42.1,50.15
523719,RUGR,50.25,59.1
523722,RUGR,23.2,31.2
523722,RUGR,45.6,56.85
523724,RUGR,8.35,20.85
523733,RUGR,0.05,9
523733,RUGR,23.35,31.15
523742,RUGR,34.05,46.25
523743,RUGR,24.45,30.95
523745,RUGR,0.15,7.05
523750,RUGR,0.15,10.2
523750,RUGR,10.25,18.1
523750,RUGR,44.85,53.05
523750,RUGR,52.6,57.85
523751,RUGR,31.8,43.1
523753,RUGR,0.9,11.7
523754,RUGR,16.2,25.9
523754,RUGR,28.45,35.95
523755,RUGR,15.5,26.25
523756,RUGR,35.4,46.35
523762,RUGR,33.85,45.2
523762,RUGR,45.4,52.05
523764,RUGR,13.1,21.05
523764,RUGR,41.6,51.7
523766,RUGR,12.55,22.9
523767,RUGR,51.35,59.95
523769,RUGR,37.6,46
523770,RUGR,17.1,27.85
523775,RUGR,46.05,57.25
523794,RUGR,52.95,58.9
523796,RUGR,49.95,57.95
523871,RUGR,54.65,60
523909,RUGR,17,23.35
523931,RUGR,2.05,10.5
523931,RUGR,31.8,38.2
523997,RUGR,55.5,59.4
524042,RUGR,2.75,10.5
524043,RUGR,23.8,30.9
524047,RUGR,52.2,60
524054,RUGR,13.85,25.75
524062,RUGR,5.3,16.5
524062,RUGR,24.95,35.15
524067,RUGR,6.3,19.2
524077,RUGR,54.45,59.7
524133,RUGR,17.3,24.9
524133,RUGR,25.1,32.5
524133,RUGR,35.9,43.8
524133,RUGR,47.3,53.9
524134,RUGR,2.7,11.75
524137,RUGR,9.9,18.9
524137,RUGR,34.85,46.5
524139,RUGR,45.3,57.6
524141,RUGR,28.55,38.05
524147,RUGR,19.75,26.5
524147,RUGR,53.15,59.8
524151,RUGR,30.75,37.95
524154,RUGR,48.45,56.1
524155,RUGR,2.8,13
524155,RUGR,20.55,30.15
524155,RUGR,30.4,37.75
524155,RUGR,41.7,50.5
524156,RUGR,10.85,20.3
524156,RUGR,34.15,42.65
524157,RUGR,29.3,39.95
524161,RUGR,16.9,26.85
524161,RUGR,27.2,39.85
524176,RUGR,36.5,47.75
524176,RUGR,53.95,59.8
524177,RUGR,35.7,45.05
524183,RUGR,0.05,11.1
524183,RUGR,42.05,50.85
524185,RUGR,6.95,17.5
524187,RUGR,41.75,52.6
524189,RUGR,26.15,36.65
524197,RUGR,2.75,12.25
524198,RUGR,2.25,8.55
524198,RUGR,26.85,34.55
524201,RUGR,33.9,46.3
524202,RUGR,16,23.15
524211,RUGR,35.85,51.3
524231,RUGR,14.55,25.45
524238,RUGR,13.9,21.6
524239,RUGR,39.75,51.8
524245,RUGR,53.6,59.95
524249,RUGR,14.85,24.8
524291,RUGR,6.2,16.05
524362,RUGR,0.4,7.45
524368,RUGR,7.45,13.85
524368,RUGR,43.7,53.5
524373,RUGR,0.1,5.65
524373,RUGR,21.8,31.1
524373,RUGR,49.5,57.8
524457,RUGR,27.45,38.85
524471,RUGR,16.55,25.1
524472,RUGR,0.2,11.2
524485,RUGR,20.2,29.15
524485,RUGR,55.15,59.7
524512,RUGR,34.25,43.75
524525,RUGR,21.45,29.55
524598,RUGR,3.95,11.45
524622,RUGR,38.15,46.7
524623,RUGR,20.65,29.3
524628,RUGR,25.5,35.7
524629,RUGR,23.2,31.05
524629,RUGR,43.35,50.5
524638,RUGR,49,56.35
524639,RUGR,5.4,9.75
524698,RUGR,7.5,18.75
524703,RUGR,28.2,38.75
524705,RUGR,48.3,54.1
524706,RUGR,49.8,59.65
524709,RUGR,32.6,43.3
524711,RUGR,17.3,24.45
524711,RUGR,30.25,39.75
524712,RUGR,31.05,39.05
524719,RUGR,37.45,48.7
524721,RUGR,12.95,23.65
524723,RUGR,8.3,16.1
524723,RUGR,38,48.8
524741,RUGR,48.1,57.9
524748,RUGR,35.05,45.15
524792,RUGR,47.8,53.9
524809,RUGR,42.6,48.4
524842,RUGR,0,8.55
524842,RUGR,52.9,59.95
524844,RUGR,8.8,16.45
524855,RUGR,47.35,56.75
524857,RUGR,13.75,19.05
524864,RUGR,20.95,28.65
524883,RUGR,0.1,4.65
524887,RUGR,53.95,59.95
524890,RUGR,15.3,23.55
524963,RUGR,2.45,9.05
524974,RUGR,0,8.45
524975,RUGR,20.75,29
524977,RUGR,38.95,51.35
525012,RUGR,0.2,9.2
525020,RUGR,14.9,25.75
525020,RUGR,56.7,59.9
525021,RUGR,2.8,11.3
525025,RUGR,8.45,15.5
525025,RUGR,43.95,51.3
525027,RUGR,2.1,13.5
525029,RUGR,17.35,31.3
525029,RUGR,50.75,59.6
525030,RUGR,49.85,59.85
525033,RUGR,0.05,5.2
525033,RUGR,41.8,51.2
525035,RUGR,39.25,49.25
525045,RUGR,26.4,39.9
525046,RUGR,45.85,55.25
525055,RUGR,0.15,10.75
525055,RUGR,30.45,41.35
525059,RUGR,36.8,49.15
525061,RUGR,36.85,44.4
525072,RUGR,13.95,19.1
525072,RUGR,52.4,57.65
