recording,species,start_time,end_time
260972,BTNW,37.26,38.74
260972,BTNW,48.93,50.38
374438,BTNW,0.51,2.22
374438,BTNW,9.5,11.48
374438,BTNW,13.84,15.77
374438,BTNW,17.21,19.04
374438,BTNW,23.55,25.66
374438,BTNW,26.01,27.81
374438,BTNW,32,33.98
374438,BTNW,45,47.05
374438,BTNW,57.65,59.69
374439,BTNW,1.88,3.51
374439,BTNW,11.4,12.98
374439,BTNW,24.15,25.34
374439,BTNW,37.16,38.36
374439,BTNW,44.88,46.52
374439,BTNW,59.85,60
374444,BTNW,0.83,2.52
374444,BTNW,3.25,4.83
374444,BTNW,14.16,16.15
374444,BTNW,24.06,25.67
374444,BTNW,33.26,35.35
374444,BTNW,44.15,46.21
374444,BTNW,52.98,54.79
374445,BTNW,5.31,7.01
374445,BTNW,26.84,29.05
374445,BTNW,36.25,37.64
374445,BTNW,37.56,39.42
374445,BTNW,45.71,47.04
374445,BTNW,50,51.69
374447,BTNW,9.49,11.12
374447,BTNW,26.95,28.85
374448,BTNW,0.3,2.25
374448,BTNW,6.29,8.17
374448,BTNW,14.99,16.84
374448,BTNW,43.53,45.39
374452,BTNW,4.86,6.71
374452,BTNW,9.8,11.58
374452,BTNW,15.39,17.43
374452,BTNW,18.89,20.87
374452,BTNW,22.43,24.77
374452,BTNW,29.98,32.19
374452,BTNW,35.39,37.47
374452,BTNW,37.41,39.35
374452,BTNW,45.18,46.77
374452,BTNW,46.38,48.43
374452,BTNW,57.39,59.39
374459,BTNW,7.63,9.36
374459,BTNW,17.83,19.79
374459,BTNW,30.2,32.23
374459,BTNW,35.33,37.24
374459,BTNW,41.38,43.23
374459,BTNW,51.84,53.82
374460,BTNW,0.26,1.75
374460,BTNW,1.05,2.71
374460,BTNW,9.59,11.27
374460,BTNW,11.35,13.11
374460,BTNW,24.28,25.86
374460,BTNW,25.63,27.29
374460,BTNW,32.48,33.99
374460,BTNW,33.75,35.33
374460,BTNW,41.73,43.42
374460,BTNW,43.11,44.91
374460,BTNW,50.23,52.09
374460,BTNW,54.61,56.74
374460,BTNW,59.33,60
374461,BTNW,8.24,9.72
374461,BTNW,16.34,18.37
374461,BTNW,27.5,29.54
374461,BTNW,35.58,37.56
374461,BTNW,43.25,45.29
374461,BTNW,50.38,52.38
374461,BTNW,58.35,60
374462,BTNW,0,0.65
374462,BTNW,2.05,4.08
374462,BTNW,8.85,10.56
374462,BTNW,9.89,11.79
374462,BTNW,16.76,18.72
374462,BTNW,22.79,24.95
374462,BTNW,25.38,26.92
374462,BTNW,30.38,32.14
374462,BTNW,38.09,40.33
374462,BTNW,44.89,46.89
374462,BTNW,46.04,47.88
374462,BTNW,53.4,55.35
374462,BTNW,55.39,57.33
374471,BTNW,12.11,14.2
374471,BTNW,19.25,21.1
374471,BTNW,26.4,29.01
374471,BTNW,34.61,36.55
374471,BTNW,41.16,43.05
374471,BTNW,56.74,58.7
374473,BTNW,1.35,3.24
374473,BTNW,7.61,9.54
374473,BTNW,9.63,11.67
374473,BTNW,15.05,17.06
374473,BTNW,17.21,19.31
374473,BTNW,22.94,24.9
374473,BTNW,24.99,27.24
374473,BTNW,32.33,34.16
374473,BTNW,34.28,36.08
374473,BTNW,42.01,43.77
374473,BTNW,43.34,45.42
374473,BTNW,51.11,52.85
374473,BTNW,51.95,53.79
374473,BTNW,59.19,60
374474,BTNW,23.36,25.2
374474,BTNW,31.93,33.87
374474,BTNW,47.28,49.31
374474,BTNW,58.1,59.85
374475,BTNW,3.39,5.53
374475,BTNW,14.93,16.89
374475,BTNW,18.04,19.55
374475,BTNW,22.59,24.89
374475,BTNW,29.89,31.64
374475,BTNW,32.1,33.43
374475,BTNW,37.13,39.24
374475,BTNW,45.48,47.38
374475,BTNW,52.85,54.76
374485,BTNW,4.14,5.85
374485,BTNW,6.45,8.49
374485,BTNW,10.44,12.45
374485,BTNW,18.51,20.35
374485,BTNW,22.9,24.85
374485,BTNW,25.8,27.71
374485,BTNW,32.25,34.19
374485,BTNW,40.66,42.46
374485,BTNW,42.71,44.41
374485,BTNW,50.04,52
374485,BTNW,54.93,56.88
374485,BTNW,58.15,59.99
374486,BTNW,3.83,6.43
374486,BTNW,12.83,14.94
374486,BTNW,21.48,23.17
374486,BTNW,22.8,24.7
374486,BTNW,30.03,32.02
374486,BTNW,34.04,36.03
374486,BTNW,38.46,40.42
374486,BTNW,44.15,46.04
374486,BTNW,46.18,48.17
374486,BTNW,53.11,54.92
374486,BTNW,54.98,56.92
374488,BTNW,2.5,4.69
374488,BTNW,8.05,10.01
374488,BTNW,26.3,28.06
374488,BTNW,32.86,34.39
374488,BTNW,38.06,40.19
374488,BTNW,42.3,44.56
374488,BTNW,48.04,50.03
374488,BTNW,57.65,59.88
374489,BTNW,10.29,12.07
374489,BTNW,24.95,26.84
374489,BTNW,28.23,30.19
374489,BTNW,44.53,46.34
374490,BTNW,0.1,1.74
374490,BTNW,8.69,10.68
374490,BTNW,13.6,15.33
374490,BTNW,22.34,24.08
374490,BTNW,46.26,48.07
374490,BTNW,52.64,54.69
374490,BTNW,55,56.81
374499,BTNW,6.58,8.23
374499,BTNW,7.28,9.03
374499,BTNW,16.85,19.11
374499,BTNW,27.8,29.8
374499,BTNW,37.78,39.94
374499,BTNW,45.09,47
374501,BTNW,1.71,3.75
374501,BTNW,10.91,12.89
374501,BTNW,18.8,20.83
374501,BTNW,24.91,27.04
374501,BTNW,31.79,33.84
374501,BTNW,33.28,35.14
374501,BTNW,39.49,41.25
374501,BTNW,40.64,42.49
374501,BTNW,48.1,50.24
374501,BTNW,57.9,59.83
374502,BTNW,11.34,13.12
374502,BTNW,26.15,28.26
374503,BTNW,7.08,8.92
374503,BTNW,17.76,19.45
374503,BTNW,27.79,29.69
374503,BTNW,29.81,31.67
374503,BTNW,38.64,40.39
374503,BTNW,49.89,51.68
374503,BTNW,58.41,60
374506,BTNW,1.15,3.09
374506,BTNW,5.9,7.83
374506,BTNW,12.05,14.05
374506,BTNW,14.06,15.79
374506,BTNW,22.94,24.87
374506,BTNW,32.75,34.45
374506,BTNW,34.19,36
374506,BTNW,37.44,38.99
374506,BTNW,41.95,43.78
374506,BTNW,50.69,52.19
374506,BTNW,51.61,53.3
374506,BTNW,52.83,54.49
374513,BTNW,5.4,7.16
374513,BTNW,14.49,16.23
374513,BTNW,23.74,25.77
374513,BTNW,30.89,32.94
374513,BTNW,39.69,41.48
374513,BTNW,41.21,42.99
374513,BTNW,47.49,49.42
374513,BTNW,56.26,58.49
374514,BTNW,4.45,6.3
374514,BTNW,9.49,11.4
374514,BTNW,14.73,16.62
374514,BTNW,16.63,18.53
374514,BTNW,24.64,26.45
374514,BTNW,25.4,27.29
374514,BTNW,32.66,34.49
374514,BTNW,35.03,36.92
374514,BTNW,42.06,44.01
374514,BTNW,46.43,48.42
374514,BTNW,49.4,51.36
374514,BTNW,54.45,56.49
374514,BTNW,56.93,58.73
374516,BTNW,2.2,4.11
374516,BTNW,15.79,17.73
374516,BTNW,30.78,32.97
374516,BTNW,43.78,45.72
374516,BTNW,56.69,58.7
374517,BTNW,1.76,3.46
374517,BTNW,15,16.75
374517,BTNW,29.19,30.89
374517,BTNW,41.41,43.35
374518,BTNW,2.16,3.84
374518,BTNW,14.04,15.97
374518,BTNW,25.06,27.15
374518,BTNW,41.33,43.31
374518,BTNW,59.76,60
374715,BTNW,6.83,8.46
374715,BTNW,9.23,10.76
374715,BTNW,20.45,22.11
374715,BTNW,26.56,28.6
374715,BTNW,39.21,40.66
374715,BTNW,45.21,46.97
374715,BTNW,53.06,54.65
374715,BTNW,58.76,60
374718,BTNW,5,6.76
374718,BTNW,29.33,31.19
374718,BTNW,45.29,47.14
374718,BTNW,54.65,56.59
374719,BTNW,3.06,4.31
374719,BTNW,6.38,7.82
374719,BTNW,10.5,11.74
374719,BTNW,15.15,16.9
374719,BTNW,19.21,20.57
374719,BTNW,25.89,27.17
374719,BTNW,32.69,34.09
374719,BTNW,38.76,40.4
374719,BTNW,45.74,47.29
374719,BTNW,55.76,57.15
374719,BTNW,58.56,60
374720,BTNW,1.95,3.48
374720,BTNW,8.43,9.84
374720,BTNW,14.11,15.66
374720,BTNW,20.29,21.85
374720,BTNW,26.24,27.73
374720,BTNW,32.41,33.89
374720,BTNW,38.53,40.12
374720,BTNW,45.75,47.43
374720,BTNW,51.7,53.43
374720,BTNW,58.55,60
374723,BTNW,6.2,7.61
374723,BTNW,12.65,14.34
374723,BTNW,19.8,21.46
374723,BTNW,26.44,27.98
374723,BTNW,32.84,34.49
374723,BTNW,39.86,41.37
374723,BTNW,48.04,49.9
374723,BTNW,55.6,57.33
374724,BTNW,5.44,6.85
374724,BTNW,13.13,14.56
374724,BTNW,19.93,21.38
374724,BTNW,27.98,29.06
374724,BTNW,35.25,36.69
374724,BTNW,42.44,43.75
374724,BTNW,50.88,52.28
374724,BTNW,57.25,58.6
374725,BTNW,1.89,3.59
374725,BTNW,8.71,10.09
374725,BTNW,43.95,45.41
374725,BTNW,50.18,51.68
374725,BTNW,57.29,58.69
374729,BTNW,9.38,10.64
374729,BTNW,21.54,22.84
374730,BTNW,4.51,5.62
374730,BTNW,16.05,17.25
374730,BTNW,31.33,32.81
374730,BTNW,44.46,45.54
374737,BTNW,41.68,42.97
374740,BTNW,3.25,4.75
374740,BTNW,28.75,30.25
374740,BTNW,43.83,45.07
374740,BTNW,56.16,57.47
374743,BTNW,21.43,22.78
374743,BTNW,31.76,33.07
374743,BTNW,41.74,43.09
374743,BTNW,48.69,50.24
374743,BTNW,52.84,54.14
374752,BTNW,9.13,10.73
374752,BTNW,17.93,19.66
374752,BTNW,27.49,29.19
374752,BTNW,35.65,37.34
374752,BTNW,43.56,45.51
374752,BTNW,55.11,57.01
374753,BTNW,18.5,19.91
374765,BTNW,29.6,31.14
374768,BTNW,4.6,6.29
374768,BTNW,18.96,20.5
374768,BTNW,29,30.73
374768,BTNW,38.14,40
374773,BTNW,21.23,22.61
374773,BTNW,31.49,32.97
374773,BTNW,51.76,53.16
374776,BTNW,48.98,50.43
374786,BTNW,49.79,51.54
374787,BTNW,1.01,2.56
374789,BTNW,8.59,10
374789,BTNW,21.68,23.23
374794,BTNW,18.39,20.09
374794,BTNW,26.49,28
374794,BTNW,28.24,29.95
374794,BTNW,47.14,48.47
374805,BTNW,36,37.49
374805,BTNW,38.39,39.89
374805,BTNW,52.18,53.54
374805,BTNW,57.45,59.04
374809,BTNW,26.8,28.23
374811,BTNW,33.38,34.91
374811,BTNW,43.51,44.85
374812,BTNW,7.98,9.58
374812,BTNW,19.2,20.86
374812,BTNW,31,32.81
374812,BTNW,42.85,44.54
374812,BTNW,55.91,57.59
374816,BTNW,23.56,25.44
374816,BTNW,34.84,36.53
374819,BTNW,5.29,6.52
374819,BTNW,55.21,56.59
374821,BTNW,6.45,8.2
374821,BTNW,17.38,19.09
374821,BTNW,28.41,30.16
374821,BTNW,39.46,41.26
374821,BTNW,59.03,60
374823,BTNW,42.38,43.84
374824,BTNW,42.3,44.26
374827,BTNW,17.69,19.32
374827,BTNW,20.24,21.73
374827,BTNW,27.53,29.07
374827,BTNW,36.69,38.2
374829,BTNW,15.34,16.74
374829,BTNW,29.16,30.75
374831,BTNW,25.79,27.2
374831,BTNW,47.15,48.56
374833,BTNW,2.06,3.55
374833,BTNW,47.95,49.75
374835,BTNW,5.91,7.51
374835,BTNW,44.71,46.14
374838,BTNW,9.69,11.48
374838,BTNW,16.78,18.37
374838,BTNW,29.38,31.24
374838,BTNW,45.89,47.8
374838,BTNW,59.11,60
374839,BTNW,4,5.61
374839,BTNW,12.68,14.42
374839,BTNW,21.89,23.47
374839,BTNW,23.04,24.64
374839,BTNW,32.18,33.69
374839,BTNW,45,46.43
374839,BTNW,48.15,49.39
374839,BTNW,56.86,58.6
374840,BTNW,4.13,5.82
374840,BTNW,13.99,15.53
374840,BTNW,24.7,26.2
374840,BTNW,40.34,42.02
374840,BTNW,51.14,52.62
374840,BTNW,52.63,54.08
374842,BTNW,14.76,16.82
374842,BTNW,56,57.71
374851,BTNW,48.64,50.27
374851,BTNW,56.88,58.66
374852,BTNW,12.26,14.1
374852,BTNW,23.54,25.23
374852,BTNW,39.7,41.06
374852,BTNW,43.13,44.73
374852,BTNW,59.1,60
374865,BTNW,0.43,2.18
374865,BTNW,8.78,10.56
374865,BTNW,18.41,20.05
374865,BTNW,28.03,29.62
374865,BTNW,37.39,39.13
374865,BTNW,55.56,57.2
374869,BTNW,42.56,43.92
374888,BTNW,39.45,41.33
374899,BTNW,3.44,5.35
374899,BTNW,13.59,15.03
374899,BTNW,41.34,42.97
374903,BTNW,33.04,34.7
374905,BTNW,15.34,16.95
374918,BTNW,25.64,27.69
374918,BTNW,55.63,57.28
374920,BTNW,13.2,14.66
374920,BTNW,49.09,50.69
374922,BTNW,46.69,48.19
374922,BTNW,56.4,57.66
374929,BTNW,47.6,49.46
374931,BTNW,30.33,31.98
374931,BTNW,39.59,41.23
374931,BTNW,47.43,49.26
374931,BTNW,59.14,60
374938,BTNW,57.88,59.03
374939,BTNW,57.6,58.88
374941,BTNW,18.1,19.6
374941,BTNW,27.2,29.11
374942,BTNW,40.76,42.2
374942,BTNW,53.35,55.06
374970,BTNW,36,37.48
374970,BTNW,46.27,47.87
374970,BTNW,55,56.49
374988,BTNW,28.47,30.21
374988,BTNW,35.95,37.68
374988,BTNW,50.07,51.96
374988,BTNW,56.46,58.3
374993,BTNW,5.01,7.04
374993,BTNW,10.84,12.89
374993,BTNW,18.29,20.25
374993,BTNW,26.74,28.83
374993,BTNW,34.33,36.34
374993,BTNW,40.96,42.8
374993,BTNW,47.64,49.45
374993,BTNW,54.15,55.79
374995,BTNW,8.05,10
374995,BTNW,16.81,18.76
374995,BTNW,27.51,29.81
374995,BTNW,38.43,40.39
374995,BTNW,48.23,50.32
374995,BTNW,57.86,60
374996,BTNW,17.36,19.29
374996,BTNW,23.64,25.73
374996,BTNW,27.88,29.69
374996,BTNW,35.19,36.9
374996,BTNW,42.56,44.37
374996,BTNW,51.9,53.76
375000,BTNW,25.2,26.69
375000,BTNW,34.74,36.25
375007,BTNW,1.19,2.7
375007,BTNW,8.81,10.46
375007,BTNW,10.83,12.16
375007,BTNW,15.96,17.61
375007,BTNW,23.21,24.82
375007,BTNW,32.6,34.3
375007,BTNW,46.86,48.62
375007,BTNW,56.55,58.31
375014,BTNW,31.71,32.96
375014,BTNW,43.01,44.6
375014,BTNW,53.49,54.84
375015,BTNW,1.93,3.44
375015,BTNW,11.66,13.12
375015,BTNW,58.89,60
375017,BTNW,7.35,8.81
375017,BTNW,16.31,17.65
375022,BTNW,24.74,26.19
375022,BTNW,37.25,38.93
375022,BTNW,50.04,51.09
375022,BTNW,56.83,58.08
375022,BTNW,58.2,60
375023,BTNW,27.24,28.49
375025,BTNW,3.49,4.94
375025,BTNW,15.39,16.9
375025,BTNW,23.36,25.05
375025,BTNW,33.28,34.34
375025,BTNW,33.34,34.63
375025,BTNW,43.2,44.79
375025,BTNW,46.99,48.65
375025,BTNW,53.34,54.88
375031,BTNW,9.16,11
375031,BTNW,21.4,23.15
